,;206;84;229;84;63;85;64;85;215;108;217
,;207;83;229;84;63;85;85;64;237;86;217
,;228;83;229;84;63;85;64;86;214;87;217
.;62;83;209;84;84;85;213;85;65;86;218
.;62;83;229;85;63;85;234;86;64;87;217
.;62;84;208;105;63;85;213;86;64;87;217
.;62;84;229;84;63;85;212;86;65;86;217
.;62;84;229;84;63;85;212;86;86;65;238
.;63;83;229;84;63;85;213;107;64;87;217
.;63;83;229;84;63;85;234;86;64;87;217
.;63;83;229;84;63;85;234;86;64;87;217
.;82;84;208;84;84;85;213;86;64;87;217
/;206;84;62;84;84;85;213;85;0;0;0
/;207;83;84;84;63;85;212;86;0;0;0
/;228;83;62;84;84;85;213;86;0;0;0
<;70;83;62;84;211;106;63;86;215;238;62
<;70;83;62;84;232;85;63;86;215;238;82
<;70;83;62;84;232;85;64;85;215;238;62
0;207;83;229;84;211;106;213;85;215;0;0
0;207;83;229;84;211;85;234;85;215;0;0
0;227;83;209;84;232;84;213;86;215;0;0
1;63;83;229;84;211;85;234;85;215;0;0
1;63;83;229;84;232;85;212;86;215;0;0
1;83;83;208;84;232;85;213;85;215;0;0
2;62;83;63;84;231;85;213;86;215;0;0
2;62;83;84;84;210;85;234;86;215;0;0
2;62;84;83;84;210;85;213;107;215;0;0
3;62;83;63;105;63;85;212;86;215;0;0
3;62;83;63;84;84;85;212;86;215;0;0
3;62;83;83;84;63;85;213;85;237;0;0
4;62;104;63;84;63;85;63;86;236;0;0
4;62;83;63;84;84;63;85;86;215;0;0
4;83;83;62;84;63;85;85;64;236;0;0
5;62;83;83;84;63;85;64;85;65;0;0
5;62;84;62;84;63;85;85;85;65;0;0
5;63;83;62;84;84;85;64;85;65;0;0
6;206;104;63;84;63;85;64;85;86;0;0
6;206;83;84;84;63;85;64;85;65;0;0
6;227;83;63;84;63;85;85;85;65;0;0
7;206;83;230;84;63;85;85;64;86;0;0
7;228;83;229;84;63;85;64;86;64;0;0
7;228;83;229;84;63;85;64;86;64;0;0
8;206;84;229;84;211;106;63;86;65;0;0
8;227;84;229;84;211;84;85;65;86;0;0
8;228;83;208;105;211;85;64;85;65;0;0
9;207;104;209;84;231;85;213;86;64;0;0
9;207;83;230;84;210;85;234;86;64;0;0
9;228;83;229;84;211;85;234;86;64;0;0
a;62;83;209;0;0;0;0;0;0;0;0
a;62;83;229;0;0;0;0;0;0;0;0
a;62;83;229;0;0;0;0;0;0;0;0
a;62;83;230;0;0;0;0;0;0;0;0
a;62;84;229;0;0;0;0;0;0;0;0
a;684;82;83;209;0;0;0;0;0;0;0
a;684;83;83;208;0;0;0;0;0;0;0
a;690;62;83;229;0;0;0;0;0;0;0
a;691;61;83;230;0;0;0;0;0;0;0
a;703;62;83;230;0;0;0;0;0;0;0
a;83;83;208;0;0;0;0;0;0;0;0
a;83;83;209;0;0;0;0;0;0;0;0
a;83;84;208;0;0;0;0;0;0;0;0
a;83;84;208;0;0;0;0;0;0;0;0
b;207;104;62;84;63;85;64;0;0;0;0
b;207;104;62;84;63;85;64;0;0;0;0
b;207;83;83;84;63;85;64;0;0;0;0
b;691;226;84;62;84;84;85;64;0;0;0
b;691;227;83;62;84;85;63;85;0;0;0
b;711;207;83;83;84;63;85;64;0;0;0
c;207;104;62;84;211;85;85;0;0;0;0
c;207;104;62;84;211;85;85;0;0;0;0
c;207;83;84;84;210;85;64;0;0;0;0
c;227;83;63;84;231;85;64;0;0;0;0
c;227;83;63;84;232;85;63;0;0;0;0
c;227;83;63;84;232;85;63;0;0;0;0
c;227;84;62;84;211;106;64;0;0;0;0
