e;93;0;0;0;0;0;0;0;0;0;0
f;969;93;75;75;76;247;77;77;252;0;0
5;93;75;94;76;76;76;96;78;78;235;0
n;241;94;75;247;0;0;0;0;0;0;0
w;74;75;245;76;247;383;0;0;0;0;0
y;260;56;94;76;247;77;250;968;0;0;0
k;242;75;94;76;247;0;0;0;0;0;0
r;2051;98;76;241;77;80;270;0;0;0;0
r;99;76;241;77;80;0;0;0;0;0;0
f;740;99;76;79;77;244;78;81;232;0;0
5;99;76;79;76;80;77;100;58;103;236;0
n;258;57;99;246;0;0;0;0;0;0;0
w;99;56;261;77;243;232;0;0;0;0;0
y;258;76;79;78;243;78;245;757;0;0;0
d;258;57;99;77;80;270;0;0;0;0;0
e;79;0;0;0;0;0;0;0;0;0;0
f;747;99;56;99;77;244;78;81;232;0;0
5;97;56;100;77;80;78;81;79;82;236;0
b;258;77;79;76;80;97;79;253;0;0;0
u;78;57;100;57;263;767;0;0;0;0;0
j;246;77;79;77;80;77;81;98;227;765;78
e;99;245;0;0;0;0;0;0;0;0;0
a;79;95;239;266;0;0;0;0;0;0;0
n;239;75;79;266;0;0;0;0;0;0;0
-;259;76;79;77;81;78;80;78;82;79;251
c;238;77;79;96;223;97;79;253;0;0;0
l;79;95;221;75;101;57;102;272;0;0;0
a;79;77;240;267;0;0;0;0;0;0;0
u;79;76;79;96;223;288;0;0;0;0;0
d;239;95;79;57;100;251;0;0;0;0;0
e;97;245;0;0;0;0;0;0;0;0;0
,;238;75;241;76;100;57;102;58;248;100;229
p;99;76;241;77;243;78;81;272;0;0;0
r;59;75;261;56;101;269;0;0;0;0;0
e;99;226;0;0;0;0;0;0;0;0;0
n;259;76;79;285;0;0;0;0;0;0;0
d;219;75;99;77;81;0;0;0;0;0;0
t;793;258;264;0;0;0;0;0;0;0;0
o;237;56;261;77;243;249;0;0;0;0;0
n;258;56;100;0;0;0;0;0;0;0;0
t;754;257;244;0;0;0;0;0;0;0;0
e;99;263;0;0;0;0;0;0;0;0;0
m;238;56;261;248;0;0;0;0;0;0;0
p;98;77;240;77;243;78;81;253;0;0;0
s;79;76;79;97;78;249;0;0;0;0;0
,;258;77;240;76;80;76;102;58;248;80;250
n;238;77;79;247;0;0;0;0;0;0;0
e;86;0;0;0;0;0;0;0;0;0;0
f;765;99;56;99;77;244;57;102;253;0;0
a;78;95;221;247;0;0;0;0;0;0;0
i;99;77;79;247;0;0;0;0;0;0;0
t;259;750;0;0;0;0;0;0;0;0;0
p;99;57;261;57;263;58;101;232;0;0;0
a;99;56;261;246;0;0;0;0;0;0;0
s;99;76;80;96;59;0;0;0;0;0;0
u;773;98;76;80;77;243;269;0;0;0;0
n;239;95;79;0;0;0;0;0;0;0;0
f;771;79;56;99;77;244;78;80;252;0;0
l;99;56;261;56;101;78;81;253;0;0;0
o;258;56;261;57;263;270;0;0;0;0;0
t;237;729;0;0;0;0;0;0;0;0;0
c;259;76;79;76;243;77;101;0;0;0;0
o;2377;258;56;261;77;243;250;0;0;0;0
n;239;95;78;246;0;0;0;0;0;0;0
t;238;263;0;0;0;0;0;0;0;0;0
i;99;76;80;247;0;0;0;0;0;0;0
n;258;77;79;266;0;0;0;0;0;0;0
u;79;76;80;96;222;270;0;0;0;0;0
,;258;56;261;57;100;78;81;79;248;59;250
c;238;75;100;56;264;57;102;253;0;0;0
a;99;56;260;248;0;0;0;0;0;0;0
r;99;56;260;57;101;0;0;0;0;0;0
m;762;245;76;241;285;0;0;0;0;0;0
o;239;95;239;57;263;251;0;0;0;0;0
n;237;56;99;0;0;0;0;0;0;0;0
d;756;258;56;99;77;81;248;0;0;0;0
e;99;264;0;0;0;0;0;0;0;0;0
c;238;95;78;57;263;58;101;253;0;0;0
o;239;76;241;96;222;251;0;0;0;0;0
d;258;56;100;77;80;269;0;0;0;0;0
e;79;263;0;0;0;0;0;0;0;0;0
u;79;77;79;76;243;269;0;0;0;0;0
r;79;76;241;75;101;0;0;0;0;0;0
n;761;238;74;100;265;0;0;0;0;0;0
e;79;74;261;57;263;58;266;58;248;80;83
s;99;76;79;76;80;269;0;0;0;0;0
t;259;749;0;0;0;0;0;0;0;0;0
p;99;56;261;77;243;58;101;234;0;0;0
a;99;76;240;228;0;0;0;0;0;0;0
s;98;77;79;76;80;0;0;0;0;0;0
l;758;98;76;241;77;80;78;81;251;0;0
e;79;0;0;0;0;0;0;0;0;0;0
c;764;258;76;80;96;222;98;79;253;0;0
e;79;244;0;0;0;0;0;0;0;0;0
r;99;76;241;77;80;249;0;0;0;0;0
v;99;76;79;96;60;76;246;251;0;0;0
e;98;244;0;0;0;0;0;0;0;0;0
a;79;95;239;246;0;0;0;0;0;0;0
u;99;56;99;77;244;785;0;0;0;0;0
d;226;76;80;75;101;288;0;0;0;0;0
e;59;0;0;0;0;0;0;0;0;0;0
b;783;238;95;79;57;101;57;102;233;0;0
r;99;56;261;77;80;249;0;0;0;0;0
u;99;56;99;78;243;249;0;0;0;0;0
n;238;76;100;247;0;0;0;0;0;0;0
o;259;76;240;78;243;767;0;0;0;0;0
!;237;56;99;77;243;58;101;79;249;58;251
m;238;75;241;266;0;0;0;0;0;0;0
e;99;245;0;0;0;0;0;0;0;0;0
r;99;76;240;78;80;268;0;0;0;0;0
c;258;56;100;77;243;78;81;232;0;0;0
i;99;76;79;0;0;0;0;0;0;0;0
p;771;79;56;261;57;263;57;102;253;0;0
o;258;56;261;77;243;231;0;0;0;0;0
u;99;76;80;77;243;269;0;0;0;0;0
r;79;75;240;76;101;0;0;0;0;0;0
l;762;98;56;261;77;80;78;81;233;0;0
e;99;0;0;0;0;0;0;0;0;0;0
q;749;258;56;260;77;81;78;245;252;0;0
s;78;75;100;57;100;250;0;0;0;0;0
o;238;75;261;57;262;766;0;0;0;0;0
e;59;245;0;0;0;0;0;0;0;0;0
n;258;77;79;0;0;0;0;0;0;0;0
c;789;238;56;100;77;243;57;102;232;0;0
w;106;56;261;77;243;728;0;0;0;0;0
e;98;264;0;0;0;0;0;0;0;0;0
t;218;769;0;0;0;0;0;0;0;0;0
7;258;57;260;77;81;78;80;79;82;295;0
0;239;95;220;76;243;77;245;98;228;745;0
a;97;57;260;760;0;0;0;0;0;0;0
t;258;245;0;0;0;0;0;0;0;0;0
o;238;77;240;97;222;251;0;0;0;0;0
u;97;56;100;77;243;249;0;0;0;0;0
s;99;76;80;96;60;0;0;0;0;0;0
b;754;258;76;80;77;80;78;81;79;248;744
k;259;56;99;78;243;767;0;0;0;0;0
f;99;56;100;77;243;78;81;271;0;0;0
5;79;75;99;57;101;57;102;79;81;256;0
n;239;76;79;248;0;0;0;0;0;0;0
w;99;76;241;77;243;250;0;0;0;0;0
y;239;95;79;57;262;58;245;757;0;0;0
d;258;77;79;77;80;289;0;0;0;0;0
e;59;0;0;0;0;0;0;0;0;0;0
f;764;79;76;79;76;262;57;102;234;0;0
5;79;75;79;76;100;57;102;58;103;236;0
b;258;77;79;77;80;78;81;253;0;0;0
u;99;76;80;77;243;748;0;0;0;0;0
<;86;95;239;57;101;57;266;59;102;0;0
f;2403;148;95;95;57;246;77;96;213;0;0
r;93;75;245;75;95;422;0;0;0;0;0
f;93;75;75;76;247;77;96;251;0;0;0
5;75;94;75;76;76;76;97;77;78;254;0
b;242;75;94;76;76;77;96;233;0;0;0
u;93;75;75;76;247;461;0;0;0;0;0
d;242;93;76;76;76;268;0;0;0;0;0
e;75;0;0;0;0;0;0;0;0;0;0
f;895;74;94;75;76;247;77;77;252;0;0
5;93;75;75;95;76;77;77;77;78;255;0
n;242;75;94;227;0;0;0;0;0;0;0
w;94;75;244;76;247;269;0;0;0;0;0
y;242;75;94;76;247;77;230;582;0;0;0
j;242;75;94;76;76;76;96;78;233;882;93
e;75;393;0;0;0;0;0;0;0;0;0
n;242;75;94;0;0;0;0;0;0;0;0
c;958;242;75;94;76;228;96;77;290;0;0
o;242;75;245;76;247;287;0;0;0;0;0
n;261;75;94;341;0;0;0;0;0;0;0
n;242;94;75;265;0;0;0;0;0;0;0
a;94;75;244;190;0;0;0;0;0;0;0
i;74;94;75;228;0;0;0;0;0;0;0
s;93;75;94;76;76;0;0;0;0;0;0
p;701;93;56;263;76;247;77;77;271;0;0
a;93;75;245;208;0;0;0;0;0;0;0
s;101;75;75;75;95;0;0;0;0;0;0
l;741;93;56;263;76;76;77;96;251;0;0
e;75;0;0;0;0;0;0;0;0;0;0
7;746;241;75;244;76;76;76;96;78;77;0
0;526;260;75;244;76;247;76;250;78;233;489
a;93;75;245;303;0;0;0;0;0;0;0
t;260;300;0;0;0;0;0;0;0;0;0
s;242;93;245;76;247;153;96;78;77;79;255
h;667;74;75;94;76;76;77;96;213;0;0
i;93;75;94;341;0;0;0;0;0;0;0
c;242;75;94;76;76;76;77;78;252;666;241
e;94;0;0;0;0;0;0;0;0;0;0
d;599;260;56;94;76;95;268;0;0;0;0
o;261;75;244;76;247;210;0;0;0;0;0
i;75;94;75;246;0;0;0;0;0;0;0
t;242;880;0;0;0;0;0;0;0;0;0
e;75;356;0;0;0;0;0;0;0;0;0
t;242;224;0;0;0;0;0;0;0;0;0
r;94;75;244;76;95;268;0;0;0;0;0
e;93;0;0;0;0;0;0;0;0;0;0
u;840;92;57;94;75;247;269;0;0;0;0
n;241;94;75;265;0;0;0;0;0;0;0
e;94;0;0;0;0;0;0;0;0;0;0
f;876;82;75;94;76;247;76;77;271;0;0
a;93;75;244;209;0;0;0;0;0;0;0
u;93;75;94;75;247;230;0;0;0;0;0
t;242;224;0;0;0;0;0;0;0;0;0
e;75;0;0;0;0;0;0;0;0;0;0
d;1023;242;74;94;76;76;268;0;0;0;0
e;93;0;0;0;0;0;0;0;0;0;0
f;747;74;75;94;76;247;76;77;271;0;0
r;93;75;244;76;95;249;0;0;0;0;0
a;75;93;226;265;0;0;0;0;0;0;0
p;93;75;244;76;247;76;77;232;0;0;0
p;94;74;245;75;247;77;96;251;0;0;0
e;93;0;0;0;0;0;0;0;0;0;0
h;599;93;75;94;75;76;77;77;232;0;0
i;93;75;75;227;0;0;0;0;0;0;0
a;260;75;75;95;76;77;76;78;252;920;92
t;242;374;0;0;0;0;0;0;0;0;0
o;261;74;245;75;247;191;0;0;0;0;0
i;94;75;93;0;0;0;0;0;0;0;0
l;753;93;75;244;76;95;57;96;232;0;0
e;75;0;0;0;0;0;0;0;0;0;0
k;1300;241;75;75;76;247;248;0;0;0;0
e;94;430;0;0;0;0;0;0;0;0;0
y;260;75;75;76;247;76;250;774;0;0;0
f;74;75;94;76;247;76;77;387;0;0;0
6;249;75;75;76;95;76;77;78;77;294;0
e;93;0;0;0;0;0;0;0;0;0;0
e;1043;74;206;0;0;0;0;0;0;0;0
i;93;169;94;0;0;0;0;0;0;0;0
u;1512;74;75;94;75;247;1264;0;0;0;0
f;93;56;94;76;247;77;76;291;0;0;0
6;260;75;75;76;95;77;76;78;77;235;0
i;94;74;76;208;0;0;0;0;0;0;0
r;93;94;225;95;76;230;0;0;0;0;0
s;93;75;94;75;76;0;0;0;0;0;0
d;812;241;75;94;75;76;268;0;0;0;0
e;94;0;0;0;0;0;0;0;0;0;0
f;839;93;75;75;76;247;76;96;233;0;0
5;93;75;93;76;76;77;77;77;97;215;0
n;261;75;75;208;0;0;0;0;0;0;0
w;94;74;245;76;247;287;0;0;0;0;0
y;242;94;75;76;247;77;249;1007;0;0;0
k;242;75;94;76;247;0;0;0;0;0;0
r;2197;111;75;301;95;171;249;0;0;0;0
r;93;75;320;133;114;249;0;0;0;0;0
i;112;112;113;76;285;153;135;194;97;117;118
n;260;113;169;322;0;0;0;0;0;0;0
d;112;94;282;132;285;230;327;136;97;98;334
e;111;394;0;0;0;0;0;0;0;0;0
i;93;131;132;94;324;134;134;213;311;137;118
e;112;75;131;209;133;96;288;116;175;215;118
e;119;94;188;152;133;76;192;136;155;98;255
h;131;93;320;94;305;134;173;484;0;0;0
_;111;131;395;284;95;115;115;116;156;391;0
s;112;112;113;114;209;364;0;0;0;0;0
a;130;94;432;322;0;0;0;0;0;0;0
b;297;131;263;152;152;344;154;349;0;0;0
u;93;150;94;113;380;345;0;0;0;0;0
w;279;206;94;132;133;96;134;116;564;2680;130
h;112;112;113;95;95;115;192;619;0;0;0
t;446;356;0;0;0;0;0;0;0;0;0
r;112;93;339;151;114;306;0;0;0;0;0
e;168;336;0;0;0;0;0;0;0;0;0
s;112;131;113;114;171;459;0;0;0;0;0
b;316;150;112;133;95;134;173;367;0;0;0
n;372;169;150;416;0;0;0;0;0;0;0
i;279;187;132;378;0;0;0;0;0;0;0
e;168;580;0;0;0;0;0;0;0;0;0
t;130;371;412;0;0;0;0;0;0;0;0
n;297;150;94;492;0;0;0;0;0;0;0
n;297;169;112;474;0;0;0;0;0;0;0
e;111;505;0;0;0;0;0;0;0;0;0
e;131;748;0;0;0;0;0;0;0;0;0
e;93;150;0;0;0;0;0;0;0;0;0
t;469;449;0;0;0;0;0;0;0;0;0
t;428;468;0;0;0;0;0;0;0;0;0
o;316;149;301;95;323;382;0;0;0;0;0
i;75;150;94;132;0;0;0;0;0;0;0
t;475;280;0;0;0;0;0;0;0;0;0
s;94;149;94;133;190;363;0;0;0;0;0
b;112;112;188;189;76;115;192;193;97;118;275
e;130;543;0;0;0;0;0;0;0;0;0
a;93;112;376;284;0;0;0;0;0;0;0
u;93;113;113;151;418;460;0;0;0;0;0
c;260;168;76;113;361;173;115;368;0;0;0
o;316;149;245;151;380;249;0;0;0;0;0
u;93;113;150;95;456;670;0;0;0;0;0
x;279;206;113;132;95;115;442;813;0;0;0
d;297;131;113;114;171;268;0;0;0;0;0
e;186;505;0;0;0;0;0;0;0;0;0
i;279;206;244;190;132;0;0;0;0;0;0
t;356;337;0;0;0;0;0;0;0;0;0
i;166;75;149;207;379;0;0;0;0;0;0
k;316;150;131;227;342;287;0;0;0;0;0
s;94;149;94;133;190;956;0;0;0;0;0
e;168;543;0;0;0;0;0;0;0;0;0
t;501;599;0;0;0;0;0;0;0;0;0
b;298;149;94;114;171;287;192;774;0;0;0
s;279;187;149;94;133;209;440;0;0;0;0
e;149;449;0;0;0;0;0;0;0;0;0
a;130;113;413;341;0;0;0;0;0;0;0
u;93;131;131;114;475;421;0;0;0;0;0
b;316;187;75;152;95;134;153;271;0;0;0
t;483;861;0;0;0;0;0;0;0;0;0
m;409;93;339;435;0;0;0;0;0;0;0
o;297;150;319;133;475;440;0;0;0;0;0
n;353;131;150;568;0;0;0;0;0;0;0
t;446;318;0;0;0;0;0;0;0;0;0
a;93;113;450;417;0;0;0;0;0;0;0
g;286;169;338;133;152;536;0;0;0;0;0
e;149;468;0;0;0;0;0;0;0;0;0
u;130;112;132;132;285;345;0;0;0;0;0
6;93;113;281;152;95;96;269;174;408;78;413
3;75;149;94;133;133;172;308;174;330;353;0
a;93;112;358;455;0;0;0;0;0;0;0
b;335;168;75;152;76;134;135;310;0;0;0
o;316;169;263;190;361;230;0;0;0;0;0
e;112;112;113;133;418;192;115;117;136;117;138
t;409;731;0;0;0;0;0;0;0;0;0
m;316;187;339;379;0;0;0;0;0;0;0
e;130;469;0;0;0;0;0;0;0;0;0
r;111;94;357;152;171;460;0;0;0;0;0
c;279;169;94;113;343;191;192;891;0;0;0
a;131;112;376;455;0;0;0;0;0;0;0
n;409;187;151;625;0;0;0;0;0;0;0
n;335;168;358;113;457;249;115;117;116;118;472
f;242;169;94;133;285;172;135;329;0;0;0
e;149;674;0;0;0;0;0;0;0;0;0
h;260;206;188;209;95;115;192;465;0;0;0
s;93;131;75;152;114;383;0;0;0;0;0
o;372;112;301;133;437;536;0;0;0;0;0
e;149;431;0;0;0;0;0;0;0;0;0
n;409;150;150;531;0;0;0;0;0;0;0
c;297;169;131;95;399;173;173;464;0;0;0
w;131;131;433;189;570;326;0;0;0;0;0
m;130;75;226;133;114;95;212;174;136;98;393
m;360;150;113;132;114;134;193;232;97;137;138
f;112;131;151;94;323;154;134;445;0;0;0
5;94;131;94;132;95;115;96;136;97;352;0
n;335;169;150;322;0;0;0;0;0;0;0
w;112;112;339;171;266;306;0;0;0;0;0
y;280;168;94;133;342;115;366;465;0;0;0
e;335;150;132;94;190;230;193;252;116;118;157
6;372;112;94;133;114;115;115;116;175;294;0
s;93;113;169;246;76;135;0;0;0;0;0
6;346;112;226;246;114;134;96;117;174;333;0
k;298;150;132;94;305;1723;0;0;0;0;0
e;242;75;393;0;0;0;0;0;0;0;0
~;93;75;245;75;247;95;76;250;78;78;0
f;581;93;56;94;76;247;77;77;387;0;0
6;242;75;94;76;76;76;96;78;78;254;0
i;75;94;75;246;0;0;0;0;0;0;0
r;93;75;245;94;76;268;0;0;0;0;0
s;94;75;94;75;76;0;0;0;0;0;0
d;683;241;75;75;76;95;268;0;0;0;0
e;93;0;0;0;0;0;0;0;0;0;0
f;877;93;56;94;76;247;76;77;271;0;0
5;75;94;75;76;76;76;96;78;77;216;0
n;260;75;75;209;0;0;0;0;0;0;0
w;93;75;244;76;247;268;0;0;0;0;0
y;242;94;75;76;247;76;250;426;0;0;0
r;260;75;75;76;95;77;77;77;233;744;74
r;93;75;244;76;76;421;0;0;0;0;0
t;250;299;0;0;0;0;0;0;0;0;0
o;260;75;244;76;247;249;0;0;0;0;0
n;242;75;94;0;0;0;0;0;0;0;0
m;956;241;75;245;321;0;0;0;0;0;0
e;94;280;0;0;0;0;0;0;0;0;0
s;94;74;94;76;76;344;0;0;0;0;0
s;94;75;75;75;95;230;0;0;0;0;0
a;75;93;245;227;0;0;0;0;0;0;0
g;260;75;244;76;76;248;0;0;0;0;0
e;94;0;0;0;0;0;0;0;0;0;0
j;1042;75;75;244;75;247;77;249;194;0;0
e;93;243;0;0;0;0;0;0;0;0;0
a;94;75;244;227;0;0;0;0;0;0;0
n;242;93;75;0;0;0;0;0;0;0;0
c;991;260;56;94;75;247;77;77;271;0;0
l;93;75;244;76;75;77;96;213;0;0;0
a;75;74;263;227;0;0;0;0;0;0;0
u;93;75;94;76;247;268;0;0;0;0;0
d;260;75;75;95;75;268;0;0;0;0;0
e;94;0;0;0;0;0;0;0;0;0;0
m;654;241;75;94;75;76;77;96;77;233;1556
e;93;244;0;0;0;0;0;0;0;0;0
r;93;75;244;75;95;325;0;0;0;0;0
c;242;75;94;75;247;77;77;212;0;0;0
i;94;74;76;0;0;0;0;0;0;0;0
a;898;74;75;244;246;0;0;0;0;0;0
v;82;94;75;76;75;77;250;329;0;0;0
o;260;75;244;76;247;191;0;0;0;0;0
u;94;75;93;76;228;230;0;0;0;0;0
s;93;56;94;76;95;0;0;0;0;0;0
t;1074;241;337;0;0;0;0;0;0;0;0
s;242;93;244;76;247;172;96;78;77;79;255
p;959;92;57;262;76;247;77;77;367;0;0
o;260;75;245;75;247;192;0;0;0;0;0
u;93;75;75;94;228;173;0;0;0;0;0
r;74;94;225;95;76;0;0;0;0;0;0
c;922;241;75;75;76;247;96;76;233;0;0
e;93;0;0;0;0;0;0;0;0;0;0
p;987;74;75;244;95;228;76;96;290;0;0
r;75;94;225;95;76;306;0;0;0;0;0
e;93;393;0;0;0;0;0;0;0;0;0
m;260;75;244;227;0;0;0;0;0;0;0
i;94;74;94;246;0;0;0;0;0;0;0
e;75;262;0;0;0;0;0;0;0;0;0
r;93;75;244;76;95;0;0;0;0;0;0
q;667;241;75;244;75;95;77;230;252;0;0
